Reviewer Name,Review Title,Place of Review,Up Votes,Down Votes,Month,Review text,Ratings,Cleaned Review Text,Sentiment
Sarath Babu,Best in the market!,"Certified Buyer, Bangalore",3.0,2.0,May 2019,Best shuttle available in the market. I have not used any other shuttles till now. So not aware of a better shuttle.The price I got it from Flipkart is really the best price. I have researched checking other online stores and sports shops. This is definitely the best price I could find.READ MORE,5,best shuttle available in the market i have not used any other shuttles till now so not aware of a better shuttlethe price i got it from flipkart is really the best price i have researched checking other online stores and sports shops this is definitely the best price i could findread more,Positive
Rambishal Rajpoot,Not recommended at all,"Certified Buyer, Surat",3.0,4.0,Aug 2018,"Bad quality, i have pirchase 4 boxes but all are very fast.READ MORE",1,bad quality i have pirchase 4 boxes but all are very fastread more,Positive
SOORAJ RAJPUROHIT,Awesome,"Certified Buyer, Jaipur",2.0,1.0,Oct 2021,Best shuttle available online no more discription needed.READ MORE,5,best shuttle available online no more discription neededread more,Positive
akhil thomas,Just wow!,"Certified Buyer, Pathanamthitta District",0.0,1.0,Nov 2019,long lasting product.....nice product....READ MORE,5,long lasting productnice productread more,Positive
Arpit Ahlawat,Terrific,"Certified Buyer, Charkhi Dadri",2.0,0.0,Jul 2019,best shuttleREAD MORE,5,best shuttleread more,Positive
SHAIK  NOOR MAHAMMAD,Super!,"Certified Buyer, Kadiri",1.0,1.0,Feb 2019,🏸Good Quality... 🏸READ MORE,5,good quality read more,Positive
Sonu Pal,Awesome,"Certified Buyer, Dhanbad",2.0,0.0,Jan 2019,Fabulous itemREAD MORE,5,fabulous itemread more,Positive
RAMAKANT GHASI,Awesome,"Certified Buyer, Rourkela",1.0,0.0,Oct 2018,Nice quality.Very good product.I am very much thankful to Flipkart and the Courier company for delivering me so quickly.I am very happy.And I will definitely tell to my friends to order this product.READ MORE,5,nice qualityvery good producti am very much thankful to flipkart and the courier company for delivering me so quicklyi am very happyand i will definitely tell to my friends to order this productread more,Positive
Flipkart Customer,Must buy!,"Certified Buyer, Faridabad",1.0,0.0,Nov 2022,It's is good product and the service was very goodREAD MORE,5,its is good product and the service was very goodread more,Positive
ravikumar tangudu,Not recommended at all,"Certified Buyer, Tikarpada",1.0,0.0,Oct 2022,2nd qualityREAD MORE,1,2nd qualityread more,Positive
Flipkart Customer,Moderate,"Certified Buyer, Jammu",1.0,0.0,Oct 2022,Local productREAD MORE,2,local productread more,Positive
Flipkart Customer,Not good,"Certified Buyer, Vellore",1.0,0.0,Oct 2022,Very old stock.. not lasts to even 5 gamesREAD MORE,2,very old stock not lasts to even 5 gamesread more,Positive
Flipkart Customer,Utterly Disappointed,"Certified Buyer, Agra",1.0,0.0,Oct 2022,All shuttles are not good in view of balance.READ MORE,1,all shuttles are not good in view of balanceread more,Positive
Gadam Venkateshwar,Just wow!,"Certified Buyer, Mancherial",0.0,0.0,Jul 2022,OkREAD MORE,5,okread more,Positive
Sohit Kumar,Terrific purchase,"Certified Buyer, Saurikh",1.0,0.0,Jul 2022,Nice product all suttles are good 🥰🥰READ MORE,5,nice product all suttles are good read more,Positive
Flipkart Customer,Excellent,"Certified Buyer, Chennai",1.0,0.0,Jul 2022,Nice productREAD MORE,5,nice productread more,Positive
Bala Senthur,Could be way better,"Certified Buyer, Thoothukkudi",1.0,0.0,May 2022,Old one onlyREAD MORE,2,old one onlyread more,Positive
Flipkart Customer,Perfect product!,"Certified Buyer, Kottakuppam",1.0,0.0,May 2022,Super ballREAD MORE,5,super ballread more,Positive
RAJESH V NAIR,Must buy!,"Certified Buyer, Nowgong",0.0,0.0,Mar 2022,According to cost it's average lifeREAD MORE,5,according to cost its average liferead more,Positive
Phani Kumar,Slightly disappointed,"Certified Buyer, Macherla",0.0,0.0,Mar 2022,So worstREAD MORE,2,so worstread more,Positive
My Account,Not recommended at all,"Certified Buyer, Malappuram District",0.0,0.0,Mar 2022,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎Poor quality 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎READ MORE,1,poor quality read more,Positive
Manik Deogharia,Did not meet expectations,"Certified Buyer, Lohardaga",0.0,0.0,Mar 2022,Quality not good              It was broken after 2 matchREAD MORE,1,quality not good              it was broken after 2 matchread more,Negative
Arup Sen,Not good,"Certified Buyer, Chandrakona",0.0,0.0,Mar 2022,Nice product but damage in 1 daysREAD MORE,2,nice product but damage in 1 daysread more,Positive
Flipkart Customer,Useless product,"Certified Buyer, Visakhapatnam",0.0,0.0,Mar 2022,Not good at all this is the worst product I have bought at flipkartREAD MORE,1,not good at all this is the worst product i have bought at flipkartread more,Negative
Flipkart Customer,Absolute rubbish!,"Certified Buyer, Channapatna",0.0,0.0,Mar 2022,Low quality. Not durabalityREAD MORE,5,low quality not durabalityread more,Positive
Flipkart Customer,Hated it!,"Certified Buyer, Chittoor",0.0,0.0,Mar 2022,BadlyREAD MORE,1,badlyread more,Positive
Flipkart Customer,Don't waste your money,"Certified Buyer, Bengaluru",0.0,0.0,Mar 2022,Very bad qualityREAD MORE,1,very bad qualityread more,Negative
Sonam,Waste of money!,"Certified Buyer, Namsai",0.0,0.0,Feb 2022,Very bad product a word to describe I write duplicate productREAD MORE,1,very bad product a word to describe i write duplicate productread more,Negative
Mohanraj,Absolute rubbish!,"Certified Buyer, Omalur",1.0,0.0,Feb 2022,This time quality very very worstREAD MORE,1,this time quality very very worstread more,Positive
Sarath Kumar padal Chittapuli,Expected a better product,"Certified Buyer, Visakhapatnam District",1.0,0.0,Feb 2022,Poor quality ☹️READ MORE,2,poor quality read more,Positive
Flipkart Customer,Horrible,"Certified Buyer, Azamgarh",0.0,0.0,Feb 2022,Very  low bad quality product Flipkart is fooling everyoneREAD MORE,3,very  low bad quality product flipkart is fooling everyoneread more,Negative
Anand Kumar,Expected a better product,"Certified Buyer, Kakinada",0.0,0.0,Feb 2022,"This shuttles were duplicates, these were not up to the mark.READ MORE",2,this shuttles were duplicates these were not up to the markread more,Positive
Flipkart Customer,Useless product,"Certified Buyer, Panachikkad",0.0,0.0,Feb 2022,Very bad product I ever receivedREAD MORE,1,very bad product i ever receivedread more,Negative
Flipkart Customer,Don't waste your money,"Certified Buyer, Niz Hajo",0.0,0.0,Feb 2022,Bad copy quality riceveREAD MORE,1,bad copy quality riceveread more,Negative
Chinna Mancha,Very poor,"Certified Buyer, Prakasam District",0.0,0.0,Feb 2022,Waste of moneyREAD MORE,1,waste of moneyread more,Positive
Mujeer Ahamed,Worthless,"Certified Buyer, Mandya District",0.0,0.0,Jan 2022,Quality is very bad and very very tired class shuttecockREAD MORE,1,quality is very bad and very very tired class shuttecockread more,Negative
Muguntharaj  Venkidapathy,Unsatisfactory,"Certified Buyer, Udumalaipettai",0.0,0.0,Jan 2022,WorstREAD MORE,1,worstread more,Positive
Amit Singh Choudhary,Useless product,"Certified Buyer, Nuapada District",0.0,0.0,Jan 2022,So poor qualityREAD MORE,1,so poor qualityread more,Positive
Renjith v nair Renjith. v,Worthless,"Certified Buyer, Kayamkulam",1.0,0.0,Jan 2022,Reate is wery to muchREAD MORE,1,reate is wery to muchread more,Positive
Flipkart Customer,Absolute rubbish!,"Certified Buyer, Ernakulam District",1.0,0.0,Dec 2021,The worst shuttle ever I used so far. Don't buy this product. It is low in qualityREAD MORE,1,the worst shuttle ever i used so far dont buy this product it is low in qualityread more,Negative
narsingarao t,Expected a better product,"Certified Buyer, Thuvakudi",1.0,0.0,Dec 2021,not upto mark cork getting cracksREAD MORE,2,not upto mark cork getting cracksread more,Positive
Harish Nair,Horrible,"Certified Buyer, Gaya",1.0,0.0,Dec 2021,Very poor quality Is not lasting for one set. Base is breakinf and the top is wornREAD MORE,1,very poor quality is not lasting for one set base is breakinf and the top is wornread more,Negative
Raghu Kampati ,Utterly Disappointed,"Certified Buyer, Hyderabad",1.0,0.0,Aug 2021,"Bad quality, not good at all I dont like to prefer, beacuse delivery it's too late and as they comfortable they will change as theirs elf near me product is there also they will not deliver, if any emergency things don't order from flipcart better go some other apps ,....really too bad service.. product quality also too badREAD MORE",1,bad quality not good at all i dont like to prefer beacuse delivery its too late and as they comfortable they will change as theirs elf near me product is there also they will not deliver if any emergency things dont order from flipcart better go some other apps really too bad service product quality also too badread more,Negative
Vipin Vipin,Must buy!,"Certified Buyer, Kannur District",1.0,0.0,Aug 2021,Very goodREAD MORE,5,very goodread more,Positive
Flipkart Customer,Classy product,"Certified Buyer, Hyderabad",1.0,0.0,Jul 2021,Good quality of shuttlesREAD MORE,5,good quality of shuttlesread more,Positive
Flipkart Customer,Brilliant,"Certified Buyer, Kumarghat",1.0,0.0,Jun 2021,"I'm writing this review only because before i have rated only 3 star because i received a duplicate product,,,now I'm rating 5 star as i have received the original yonex mavis 350 shuttle,,thank you and in future i hope i will only receive the original productsREAD MORE",5,im writing this review only because before i have rated only 3 star because i received a duplicate productnow im rating 5 star as i have received the original yonex mavis 350 shuttlethank you and in future i hope i will only receive the original productsread more,Positive
santosh shrestha,Terrible product,"Certified Buyer, Biramitrapur",1.0,0.0,Jun 2021,Bad productedREAD MORE,1,bad productedread more,Negative
Flipkart Customer,Delightful,"Certified Buyer, Ysr District",0.0,0.0,May 2021,Good productREAD MORE,4,good productread more,Positive
Madhu Chandar S,Does the job,"Certified Buyer, Vellore",0.0,0.0,May 2021,Received counterfeit product.READ MORE,3,received counterfeit productread more,Positive
Flipkart Customer,Fabulous!,"Certified Buyer, Banarhat Tea Garden",1.0,0.0,Apr 2021,If u play with this for about 3 to 4 hours daily then 1 shuttle would last for maximum 2 days..READ MORE,5,if u play with this for about 3 to 4 hours daily then 1 shuttle would last for maximum 2 daysread more,Positive
Flipkart Customer,Terrific purchase,"Certified Buyer, New Delhi",1.0,0.0,Mar 2021,Good productREAD MORE,5,good productread more,Positive
Kiran Dokka,Nice,"Certified Buyer, East Godavari District",1.0,0.0,Mar 2021,One day 1cap gaanREAD MORE,3,one day 1cap gaanread more,Positive
Flipkart Customer,Just wow!,"Certified Buyer, Bengaluru",1.0,0.0,Feb 2021,GoodREAD MORE,5,goodread more,Positive
seemant srvastav,Best in the market!,"Certified Buyer, Jaunpur",1.0,0.0,Feb 2021,Superb. But why price is higher day by day. Between two weeks price is gained 170rsREAD MORE,5,superb but why price is higher day by day between two weeks price is gained 170rsread more,Positive
